days_to_election,state,countyfips,gender,age,race,party_affiliation,partisanship,voted_previous_pres,ballots_requested,ballots_returned
23,NE,31055,Female,30-39,Caucasian,Other/Unknown,Total,Total,0,2
23,NE,31055,Female,30-39,Caucasian,Republican,Total,Total,0,42
23,NE,31055,Female,30-39,Hispanic,Democrat,Total,Total,0,5
23,NE,31055,Female,30-39,Hispanic,No Party Affiliation,Total,Total,0,4
23,NE,31055,Female,30-39,Hispanic,Republican,Total,Total,0,1
23,NE,31055,Female,30-39,Other,No Party Affiliation,Total,Total,0,1
23,NE,31055,Female,40-49,Asian,Democrat,Total,Total,0,2
23,NE,31055,Female,40-49,Asian,No Party Affiliation,Total,Total,0,4
23,NE,31055,Female,40-49,Asian,Republican,Total,Total,0,1
23,NE,31055,Female,40-49,Black,Democrat,Total,Total,0,18
23,NE,31055,Female,40-49,Black,Republican,Total,Total,0,1
23,NE,31055,Female,40-49,Caucasian,Democrat,Total,Total,0,124
23,NE,31055,Female,40-49,Caucasian,No Party Affiliation,Total,Total,0,35
23,NE,31055,Female,40-49,Caucasian,Other/Unknown,Total,Total,0,1
23,NE,31055,Female,40-49,Caucasian,Republican,Total,Total,0,46
23,NE,31055,Female,40-49,Hispanic,Democrat,Total,Total,0,4
23,NE,31055,Female,40-49,Hispanic,No Party Affiliation,Total,Total,0,1
23,NE,31055,Female,40-49,Hispanic,Republican,Total,Total,0,3
23,NE,31055,Female,50-64,Asian,Democrat,Total,Total,0,7
23,NE,31055,Female,50-64,Asian,Republican,Total,Total,0,2
23,NE,31055,Female,50-64,Black,Democrat,Total,Total,0,45
23,NE,31055,Female,50-64,Black,No Party Affiliation,Total,Total,0,4
23,NE,31055,Female,50-64,Black,Republican,Total,Total,0,1
23,NE,31055,Female,50-64,Caucasian,Democrat,Total,Total,0,230
23,NE,31055,Female,50-64,Caucasian,No Party Affiliation,Total,Total,0,65
23,NE,31055,Female,50-64,Caucasian,Other/Unknown,Total,Total,0,3
23,NE,31055,Female,50-64,Caucasian,Republican,Total,Total,0,146
23,NE,31055,Female,50-64,Hispanic,Democrat,Total,Total,0,8
23,NE,31055,Female,50-64,Hispanic,No Party Affiliation,Total,Total,0,3
23,NE,31055,Female,50-64,Hispanic,Republican,Total,Total,0,4
23,NE,31055,Female,50-64,Other,Democrat,Total,Total,0,5
23,NE,31055,Female,50-64,Other,No Party Affiliation,Total,Total,0,2
23,NE,31055,Female,50-64,Other,Republican,Total,Total,0,1
23,NE,31055,Female,65+,Asian,Democrat,Total,Total,0,5
23,NE,31055,Female,65+,Asian,Republican,Total,Total,0,1
23,NE,31055,Female,65+,Black,Democrat,Total,Total,0,33
23,NE,31055,Female,65+,Black,No Party Affiliation,Total,Total,0,2
23,NE,31055,Female,65+,Black,Other/Unknown,Total,Total,0,2
23,NE,31055,Female,65+,Black,Republican,Total,Total,0,8
23,NE,31055,Female,65+,Caucasian,Democrat,Total,Total,0,175
23,NE,31055,Female,65+,Caucasian,No Party Affiliation,Total,Total,0,53
23,NE,31055,Female,65+,Caucasian,Other/Unknown,Total,Total,0,3
23,NE,31055,Female,65+,Caucasian,Republican,Total,Total,0,184
23,NE,31055,Female,65+,Hispanic,Democrat,Total,Total,0,6
23,NE,31055,Female,65+,Hispanic,Other/Unknown,Total,Total,0,1
23,NE,31055,Female,65+,Hispanic,Republican,Total,Total,0,1
23,NE,31055,Male,18-21,Asian,Democrat,Total,Total,0,1
23,NE,31055,Male,18-21,Asian,Republican,Total,Total,0,2
23,NE,31055,Male,18-21,Black,Democrat,Total,Total,0,2
23,NE,31055,Male,18-21,Black,No Party Affiliation,Total,Total,0,1
23,NE,31055,Male,18-21,Caucasian,Democrat,Total,Total,0,26
23,NE,31055,Male,18-21,Caucasian,No Party Affiliation,Total,Total,0,9
23,NE,31055,Male,18-21,Caucasian,Republican,Total,Total,0,8
23,NE,31055,Male,18-21,Hispanic,Democrat,Total,Total,0,1
23,NE,31055,Male,18-21,Hispanic,No Party Affiliation,Total,Total,0,1
23,NE,31055,Male,18-21,Hispanic,Republican,Total,Total,0,1
23,NE,31055,Male,22-29,Asian,No Party Affiliation,Total,Total,0,1
23,NE,31055,Male,22-29,Black,Democrat,Total,Total,0,4
23,NE,31055,Male,22-29,Black,No Party Affiliation,Total,Total,0,4
23,NE,31055,Male,22-29,Black,Republican,Total,Total,0,1
23,NE,31055,Male,22-29,Caucasian,Democrat,Total,Total,0,50
23,NE,31055,Male,22-29,Caucasian,No Party Affiliation,Total,Total,0,21
23,NE,31055,Male,22-29,Caucasian,Republican,Total,Total,0,18
23,NE,31055,Male,22-29,Hispanic,Democrat,Total,Total,0,5
23,NE,31055,Male,22-29,Hispanic,No Party Affiliation,Total,Total,0,2
23,NE,31055,Male,30-39,Asian,Democrat,Total,Total,0,1
23,NE,31055,Male,30-39,Asian,No Party Affiliation,Total,Total,0,1
23,NE,31055,Male,30-39,Black,Democrat,Total,Total,0,8
23,NE,31055,Male,30-39,Black,No Party Affiliation,Total,Total,0,2
23,NE,31055,Male,30-39,Black,Republican,Total,Total,0,1
23,NE,31055,Male,30-39,Caucasian,Democrat,Total,Total,0,104
23,NE,31055,Male,30-39,Caucasian,No Party Affiliation,Total,Total,0,61
23,NE,31055,Male,30-39,Caucasian,Other/Unknown,Total,Total,0,3
23,NE,31055,Male,30-39,Caucasian,Republican,Total,Total,0,34
23,NE,31055,Male,30-39,Hispanic,Democrat,Total,Total,0,6
23,NE,31055,Male,30-39,Hispanic,No Party Affiliation,Total,Total,0,3
23,NE,31055,Male,30-39,Other,Republican,Total,Total,0,1
23,NE,31055,Male,40-49,Asian,Democrat,Total,Total,0,2
23,NE,31055,Male,40-49,Asian,No Party Affiliation,Total,Total,0,2
23,NE,31055,Male,40-49,Asian,Other/Unknown,Total,Total,0,1
23,NE,31055,Male,40-49,Black,Democrat,Total,Total,0,16
23,NE,31055,Male,40-49,Black,No Party Affiliation,Total,Total,0,4
23,NE,31055,Male,40-49,Black,Republican,Total,Total,0,1
23,NE,31055,Male,40-49,Caucasian,Democrat,Total,Total,0,77
23,NE,31055,Male,40-49,Caucasian,No Party Affiliation,Total,Total,0,32
23,NE,31055,Male,40-49,Caucasian,Other/Unknown,Total,Total,0,3
23,NE,31055,Male,40-49,Caucasian,Republican,Total,Total,0,40
23,NE,31055,Male,40-49,Hispanic,Democrat,Total,Total,0,4
23,NE,31055,Male,40-49,Hispanic,No Party Affiliation,Total,Total,0,3
23,NE,31055,Male,40-49,Hispanic,Other/Unknown,Total,Total,0,1
23,NE,31055,Male,50-64,Asian,Democrat,Total,Total,0,4
23,NE,31055,Male,50-64,Asian,No Party Affiliation,Total,Total,0,3
23,NE,31055,Male,50-64,Asian,Republican,Total,Total,0,2
23,NE,31055,Male,50-64,Black,Democrat,Total,Total,0,22
23,NE,31055,Male,50-64,Black,No Party Affiliation,Total,Total,0,7
23,NE,31055,Male,50-64,Black,Other/Unknown,Total,Total,0,1
23,NE,31055,Male,50-64,Black,Republican,Total,Total,0,6
23,NE,31055,Male,50-64,Caucasian,Democrat,Total,Total,0,118
23,NE,31055,Male,50-64,Caucasian,No Party Affiliation,Total,Total,0,71
23,NE,31055,Male,50-64,Caucasian,Other/Unknown,Total,Total,0,4
23,NE,31055,Male,50-64,Caucasian,Republican,Total,Total,0,140
23,NE,31055,Male,50-64,Hispanic,Democrat,Total,Total,0,2
23,NE,31055,Male,50-64,Hispanic,No Party Affiliation,Total,Total,0,1
23,NE,31055,Male,50-64,Other,Democrat,Total,Total,0,1
23,NE,31055,Male,50-64,Other,No Party Affiliation,Total,Total,0,2
23,NE,31055,Male,65+,Asian,Democrat,Total,Total,0,2
23,NE,31055,Male,65+,Black,Democrat,Total,Total,0,11
23,NE,31055,Male,65+,Black,No Party Affiliation,Total,Total,0,3
23,NE,31055,Male,65+,Black,Republican,Total,Total,0,11
23,NE,31055,Male,65+,Caucasian,Democrat,Total,Total,0,104
23,NE,31055,Male,65+,Caucasian,No Party Affiliation,Total,Total,0,40
23,NE,31055,Male,65+,Caucasian,Other/Unknown,Total,Total,0,2
23,NE,31055,Male,65+,Caucasian,Republican,Total,Total,0,136
23,NE,31055,Male,65+,Hispanic,Democrat,Total,Total,0,2
23,NE,31055,Male,65+,Hispanic,No Party Affiliation,Total,Total,0,2
23,NE,31055,Male,65+,Hispanic,Republican,Total,Total,0,4
23,NE,31055,Male,65+,Other,Democrat,Total,Total,0,1
23,NE,31055,Male,65+,Other,Republican,Total,Total,0,2
23,NE,31055,Male,Unknown,Caucasian,Other/Unknown,Total,Total,0,1
23,NE,31055,Unknown,18-21,Caucasian,Democrat,Total,Total,0,6
23,NE,31055,Unknown,18-21,Caucasian,No Party Affiliation,Total,Total,0,3
23,NE,31055,Unknown,18-21,Caucasian,Republican,Total,Total,0,2
23,NE,31055,Unknown,22-29,Black,Other/Unknown,Total,Total,0,1
23,NE,31055,Unknown,22-29,Caucasian,Democrat,Total,Total,0,10
23,NE,31055,Unknown,22-29,Caucasian,No Party Affiliation,Total,Total,0,4
23,NE,31055,Unknown,22-29,Caucasian,Republican,Total,Total,0,1
23,NE,31055,Unknown,30-39,Black,Democrat,Total,Total,0,1
23,NE,31055,Unknown,30-39,Caucasian,No Party Affiliation,Total,Total,0,1
23,NE,31055,Unknown,30-39,Caucasian,Republican,Total,Total,0,1
23,NE,31055,Unknown,30-39,Hispanic,Democrat,Total,Total,0,1
23,NE,31055,Unknown,40-49,Black,Democrat,Total,Total,0,1
23,NE,31055,Unknown,40-49,Caucasian,No Party Affiliation,Total,Total,0,1
23,NE,31055,Unknown,40-49,Caucasian,Republican,Total,Total,0,1
23,NE,31055,Unknown,50-64,Caucasian,Other/Unknown,Total,Total,0,1
23,NE,31055,Unknown,65+,Caucasian,Republican,Total,Total,0,1
24,NE,31055,Female,18-21,Asian,No Party Affiliation,Total,Total,0,1
24,NE,31055,Female,18-21,Asian,Other/Unknown,Total,Total,0,1
24,NE,31055,Female,18-21,Black,Democrat,Total,Total,0,3
24,NE,31055,Female,18-21,Black,No Party Affiliation,Total,Total,0,2
24,NE,31055,Female,18-21,Caucasian,Democrat,Total,Total,0,39
24,NE,31055,Female,18-21,Caucasian,No Party Affiliation,Total,Total,0,7
24,NE,31055,Female,18-21,Caucasian,Republican,Total,Total,0,4
24,NE,31055,Female,18-21,Hispanic,Democrat,Total,Total,0,2
24,NE,31055,Female,18-21,Hispanic,Republican,Total,Total,0,1
24,NE,31055,Female,22-29,Asian,Democrat,Total,Total,0,3
24,NE,31055,Female,22-29,Black,Democrat,Total,Total,0,9
24,NE,31055,Female,22-29,Black,No Party Affiliation,Total,Total,0,4
24,NE,31055,Female,22-29,Caucasian,Democrat,Total,Total,0,79
24,NE,31055,Female,22-29,Caucasian,No Party Affiliation,Total,Total,0,42
24,NE,31055,Female,22-29,Caucasian,Republican,Total,Total,0,12
24,NE,31055,Female,22-29,Hispanic,Democrat,Total,Total,0,9
24,NE,31055,Female,22-29,Hispanic,No Party Affiliation,Total,Total,0,2
24,NE,31055,Female,22-29,Hispanic,Republican,Total,Total,0,2
24,NE,31055,Female,22-29,Other,Democrat,Total,Total,0,1
24,NE,31055,Female,22-29,Other,No Party Affiliation,Total,Total,0,1
24,NE,31055,Female,30-39,Asian,Democrat,Total,Total,0,3
24,NE,31055,Female,30-39,Asian,No Party Affiliation,Total,Total,0,2
24,NE,31055,Female,30-39,Asian,Republican,Total,Total,0,1
24,NE,31055,Female,30-39,Black,Democrat,Total,Total,0,17
24,NE,31055,Female,30-39,Black,No Party Affiliation,Total,Total,0,8
24,NE,31055,Female,30-39,Black,Republican,Total,Total,0,1
24,NE,31055,Female,30-39,Caucasian,Democrat,Total,Total,1,134
24,NE,31055,Female,30-39,Caucasian,No Party Affiliation,Total,Total,0,65
24,NE,31055,Female,30-39,Caucasian,Other/Unknown,Total,Total,0,3
24,NE,31055,Female,30-39,Caucasian,Republican,Total,Total,0,36
24,NE,31055,Female,30-39,Hispanic,Democrat,Total,Total,0,8
24,NE,31055,Female,30-39,Hispanic,No Party Affiliation,Total,Total,0,3
24,NE,31055,Female,30-39,Hispanic,Other/Unknown,Total,Total,0,1
24,NE,31055,Female,30-39,Hispanic,Republican,Total,Total,0,1
24,NE,31055,Female,30-39,Other,Democrat,Total,Total,0,1
24,NE,31055,Female,30-39,Other,No Party Affiliation,Total,Total,0,1
24,NE,31055,Female,40-49,Asian,Democrat,Total,Total,0,1
24,NE,31055,Female,40-49,Black,Democrat,Total,Total,0,26
24,NE,31055,Female,40-49,Black,No Party Affiliation,Total,Total,0,7
24,NE,31055,Female,40-49,Black,Republican,Total,Total,0,1
24,NE,31055,Female,40-49,Caucasian,Democrat,Total,Total,0,117
24,NE,31055,Female,40-49,Caucasian,No Party Affiliation,Total,Total,0,36
24,NE,31055,Female,40-49,Caucasian,Other/Unknown,Total,Total,0,7
24,NE,31055,Female,40-49,Caucasian,Republican,Total,Total,0,52
24,NE,31055,Female,40-49,Hispanic,Democrat,Total,Total,0,12
24,NE,31055,Female,40-49,Hispanic,No Party Affiliation,Total,Total,0,3
24,NE,31055,Female,40-49,Hispanic,Republican,Total,Total,0,3
24,NE,31055,Female,40-49,Other,Democrat,Total,Total,0,3
24,NE,31055,Female,50-64,Asian,Democrat,Total,Total,0,3
24,NE,31055,Female,50-64,Asian,Republican,Total,Total,0,1
24,NE,31055,Female,50-64,Black,Democrat,Total,Total,0,58
24,NE,31055,Female,50-64,Black,No Party Affiliation,Total,Total,0,9
24,NE,31055,Female,50-64,Black,Republican,Total,Total,0,3
24,NE,31055,Female,50-64,Caucasian,Democrat,Total,Total,0,247
24,NE,31055,Female,50-64,Caucasian,No Party Affiliation,Total,Total,0,66
24,NE,31055,Female,50-64,Caucasian,Other/Unknown,Total,Total,0,3
24,NE,31055,Female,50-64,Caucasian,Republican,Total,Total,0,166
24,NE,31055,Female,50-64,Hispanic,Democrat,Total,Total,0,1
24,NE,31055,Female,50-64,Hispanic,No Party Affiliation,Total,Total,0,1
24,NE,31055,Female,50-64,Hispanic,Republican,Total,Total,0,2
24,NE,31055,Female,50-64,Other,Democrat,Total,Total,0,2
24,NE,31055,Female,50-64,Other,No Party Affiliation,Total,Total,0,1
24,NE,31055,Female,65+,Asian,Democrat,Total,Total,0,4
24,NE,31055,Female,65+,Asian,No Party Affiliation,Total,Total,0,1
24,NE,31055,Female,65+,Asian,Republican,Total,Total,0,4
24,NE,31055,Female,65+,Black,Democrat,Total,Total,0,55
24,NE,31055,Female,65+,Black,No Party Affiliation,Total,Total,0,9
24,NE,31055,Female,65+,Black,Republican,Total,Total,0,8
24,NE,31055,Female,65+,Caucasian,Democrat,Total,Total,0,330
24,NE,31055,Female,65+,Caucasian,No Party Affiliation,Total,Total,0,86
24,NE,31055,Female,65+,Caucasian,Other/Unknown,Total,Total,0,2
24,NE,31055,Female,65+,Caucasian,Republican,Total,Total,0,330
24,NE,31055,Female,65+,Hispanic,Democrat,Total,Total,0,7
24,NE,31055,Female,65+,Hispanic,No Party Affiliation,Total,Total,0,3
24,NE,31055,Female,65+,Hispanic,Other/Unknown,Total,Total,0,1
24,NE,31055,Female,65+,Hispanic,Republican,Total,Total,0,2
24,NE,31055,Female,65+,Other,Democrat,Total,Total,0,4
24,NE,31055,Female,65+,Other,No Party Affiliation,Total,Total,0,1
24,NE,31055,Female,65+,Other,Republican,Total,Total,0,2
24,NE,31055,Female,Unknown,Black,Other/Unknown,Total,Total,0,1
24,NE,31055,Male,18-21,Asian,Democrat,Total,Total,0,1
24,NE,31055,Male,18-21,Asian,Republican,Total,Total,0,1
24,NE,31055,Male,18-21,Black,Democrat,Total,Total,0,3
24,NE,31055,Male,18-21,Caucasian,Democrat,Total,Total,0,22
24,NE,31055,Male,18-21,Caucasian,No Party Affiliation,Total,Total,0,7
24,NE,31055,Male,18-21,Caucasian,Republican,Total,Total,0,14
24,NE,31055,Male,18-21,Hispanic,Democrat,Total,Total,0,2
24,NE,31055,Male,18-21,Hispanic,No Party Affiliation,Total,Total,0,1
24,NE,31055,Male,22-29,Asian,Democrat,Total,Total,0,2
24,NE,31055,Male,22-29,Asian,No Party Affiliation,Total,Total,0,2
24,NE,31055,Male,22-29,Asian,Republican,Total,Total,0,1
24,NE,31055,Male,22-29,Black,Democrat,Total,Total,0,7
24,NE,31055,Male,22-29,Black,No Party Affiliation,Total,Total,0,2
24,NE,31055,Male,22-29,Black,Republican,Total,Total,0,1
24,NE,31055,Male,22-29,Caucasian,Democrat,Total,Total,0,47
24,NE,31055,Male,22-29,Caucasian,No Party Affiliation,Total,Total,0,24
24,NE,31055,Male,22-29,Caucasian,Other/Unknown,Total,Total,0,1
24,NE,31055,Male,22-29,Caucasian,Republican,Total,Total,0,25
24,NE,31055,Male,22-29,Hispanic,Democrat,Total,Total,0,4
24,NE,31055,Male,22-29,Hispanic,No Party Affiliation,Total,Total,0,2
24,NE,31055,Male,22-29,Hispanic,Other/Unknown,Total,Total,0,1
24,NE,31055,Male,30-39,Asian,Democrat,Total,Total,0,2
24,NE,31055,Male,30-39,Asian,No Party Affiliation,Total,Total,0,3
24,NE,31055,Male,30-39,Asian,Republican,Total,Total,0,1
24,NE,31055,Male,30-39,Black,Democrat,Total,Total,0,14
24,NE,31055,Male,30-39,Black,No Party Affiliation,Total,Total,0,6
24,NE,31055,Male,30-39,Black,Republican,Total,Total,0,5
24,NE,31055,Male,30-39,Caucasian,Democrat,Total,Total,0,111
24,NE,31055,Male,30-39,Caucasian,No Party Affiliation,Total,Total,0,68
24,NE,31055,Male,30-39,Caucasian,Other/Unknown,Total,Total,0,3
24,NE,31055,Male,30-39,Caucasian,Republican,Total,Total,0,41
24,NE,31055,Male,30-39,Hispanic,Democrat,Total,Total,0,4
24,NE,31055,Male,30-39,Hispanic,No Party Affiliation,Total,Total,0,3
24,NE,31055,Male,30-39,Hispanic,Republican,Total,Total,0,1
24,NE,31055,Male,30-39,Other,No Party Affiliation,Total,Total,0,2
24,NE,31055,Male,40-49,Asian,Democrat,Total,Total,0,3
24,NE,31055,Male,40-49,Asian,No Party Affiliation,Total,Total,0,1
24,NE,31055,Male,40-49,Asian,Republican,Total,Total,0,1
24,NE,31055,Male,40-49,Black,Democrat,Total,Total,0,9
24,NE,31055,Male,40-49,Black,No Party Affiliation,Total,Total,0,3
24,NE,31055,Male,40-49,Black,Republican,Total,Total,0,6
24,NE,31055,Male,40-49,Caucasian,Democrat,Total,Total,0,98
24,NE,31055,Male,40-49,Caucasian,No Party Affiliation,Total,Total,0,51
24,NE,31055,Male,40-49,Caucasian,Other/Unknown,Total,Total,0,5
24,NE,31055,Male,40-49,Caucasian,Republican,Total,Total,0,59
24,NE,31055,Male,40-49,Hispanic,Democrat,Total,Total,0,5
24,NE,31055,Male,40-49,Hispanic,No Party Affiliation,Total,Total,0,3
24,NE,31055,Male,40-49,Hispanic,Republican,Total,Total,0,3
24,NE,31055,Male,40-49,Other,Democrat,Total,Total,0,3
24,NE,31055,Male,40-49,Other,No Party Affiliation,Total,Total,0,1
24,NE,31055,Male,50-64,Asian,Democrat,Total,Total,0,1
24,NE,31055,Male,50-64,Asian,No Party Affiliation,Total,Total,0,3
24,NE,31055,Male,50-64,Asian,Republican,Total,Total,0,1
24,NE,31055,Male,50-64,Black,Democrat,Total,Total,0,23
24,NE,31055,Male,50-64,Black,No Party Affiliation,Total,Total,0,3
24,NE,31055,Male,50-64,Black,Republican,Total,Total,0,7
24,NE,31055,Male,50-64,Caucasian,Democrat,Total,Total,0,143
24,NE,31055,Male,50-64,Caucasian,No Party Affiliation,Total,Total,0,69
24,NE,31055,Male,50-64,Caucasian,Other/Unknown,Total,Total,0,2
24,NE,31055,Male,50-64,Caucasian,Republican,Total,Total,0,156
24,NE,31055,Male,50-64,Hispanic,Democrat,Total,Total,0,11
24,NE,31055,Male,50-64,Hispanic,No Party Affiliation,Total,Total,0,2
24,NE,31055,Male,50-64,Hispanic,Republican,Total,Total,0,7
24,NE,31055,Male,50-64,Other,Democrat,Total,Total,0,2
24,NE,31055,Male,65+,Asian,Democrat,Total,Total,0,1
24,NE,31055,Male,65+,Asian,No Party Affiliation,Total,Total,0,1
24,NE,31055,Male,65+,Asian,Republican,Total,Total,0,2
24,NE,31055,Male,65+,Black,Democrat,Total,Total,0,23
24,NE,31055,Male,65+,Black,No Party Affiliation,Total,Total,0,6
24,NE,31055,Male,65+,Black,Other/Unknown,Total,Total,0,2
24,NE,31055,Male,65+,Black,Republican,Total,Total,0,4
24,NE,31055,Male,65+,Caucasian,Democrat,Total,Total,0,173
24,NE,31055,Male,65+,Caucasian,No Party Affiliation,Total,Total,0,71
24,NE,31055,Male,65+,Caucasian,Other/Unknown,Total,Total,0,3
24,NE,31055,Male,65+,Caucasian,Republican,Total,Total,0,245
24,NE,31055,Male,65+,Hispanic,Democrat,Total,Total,0,7
24,NE,31055,Male,65+,Hispanic,No Party Affiliation,Total,Total,0,3
24,NE,31055,Male,65+,Hispanic,Other/Unknown,Total,Total,0,1
24,NE,31055,Male,65+,Hispanic,Republican,Total,Total,0,1
24,NE,31055,Male,65+,Other,Democrat,Total,Total,0,2
24,NE,31055,Male,65+,Other,No Party Affiliation,Total,Total,0,1
24,NE,31055,Male,65+,Other,Republican,Total,Total,0,2
24,NE,31055,Unknown,18-21,Black,Democrat,Total,Total,0,2
24,NE,31055,Unknown,18-21,Caucasian,Democrat,Total,Total,0,2
24,NE,31055,Unknown,18-21,Caucasian,No Party Affiliation,Total,Total,0,3
24,NE,31055,Unknown,22-29,Black,Democrat,Total,Total,0,6
24,NE,31055,Unknown,22-29,Black,Republican,Total,Total,0,1
24,NE,31055,Unknown,22-29,Caucasian,Democrat,Total,Total,0,3
24,NE,31055,Unknown,22-29,Caucasian,No Party Affiliation,Total,Total,0,2
24,NE,31055,Unknown,30-39,Black,Democrat,Total,Total,0,1
24,NE,31055,Unknown,30-39,Black,No Party Affiliation,Total,Total,0,1
24,NE,31055,Unknown,30-39,Caucasian,Democrat,Total,Total,0,1
24,NE,31055,Unknown,30-39,Hispanic,Republican,Total,Total,0,1
24,NE,31055,Unknown,30-39,Other,Democrat,Total,Total,0,1
24,NE,31055,Unknown,40-49,Black,Democrat,Total,Total,0,1
24,NE,31055,Unknown,50-64,Asian,Democrat,Total,Total,0,1
24,NE,31055,Unknown,50-64,Asian,Republican,Total,Total,0,1
24,NE,31055,Unknown,50-64,Caucasian,Democrat,Total,Total,0,1
24,NE,31055,Unknown,65+,Caucasian,Other/Unknown,Total,Total,0,1
25,NE,31055,Female,18-21,Asian,No Party Affiliation,Total,Total,0,1
25,NE,31055,Female,18-21,Black,Democrat,Total,Total,1,7
25,NE,31055,Female,18-21,Black,No Party Affiliation,Total,Total,1,1
25,NE,31055,Female,18-21,Caucasian,Democrat,Total,Total,34,53
25,NE,31055,Female,18-21,Caucasian,No Party Affiliation,Total,Total,11,15
25,NE,31055,Female,18-21,Caucasian,Republican,Total,Total,14,4
25,NE,31055,Female,18-21,Hispanic,Democrat,Total,Total,4,2
25,NE,31055,Female,18-21,Hispanic,No Party Affiliation,Total,Total,1,3
25,NE,31055,Female,18-21,Hispanic,Republican,Total,Total,1,0
25,NE,31055,Female,22-29,Asian,Democrat,Total,Total,2,1
25,NE,31055,Female,22-29,Asian,No Party Affiliation,Total,Total,0,2
25,NE,31055,Female,22-29,Asian,Other/Unknown,Total,Total,1,0
25,NE,31055,Female,22-29,Black,Democrat,Total,Total,14,8
25,NE,31055,Female,22-29,Black,No Party Affiliation,Total,Total,6,1
25,NE,31055,Female,22-29,Black,Other/Unknown,Total,Total,1,0
25,NE,31055,Female,22-29,Black,Republican,Total,Total,7,0
25,NE,31055,Female,22-29,Caucasian,Democrat,Total,Total,74,110
25,NE,31055,Female,22-29,Caucasian,No Party Affiliation,Total,Total,39,40
25,NE,31055,Female,22-29,Caucasian,Other/Unknown,Total,Total,7,4
25,NE,31055,Female,22-29,Caucasian,Republican,Total,Total,37,24
25,NE,31055,Female,22-29,Hispanic,Democrat,Total,Total,9,9
25,NE,31055,Female,22-29,Hispanic,No Party Affiliation,Total,Total,3,2
25,NE,31055,Female,22-29,Hispanic,Other/Unknown,Total,Total,2,0
25,NE,31055,Female,22-29,Other,Democrat,Total,Total,0,1
25,NE,31055,Female,30-39,Asian,Democrat,Total,Total,1,4
25,NE,31055,Female,30-39,Asian,No Party Affiliation,Total,Total,1,1
25,NE,31055,Female,30-39,Asian,Republican,Total,Total,2,0
25,NE,31055,Female,30-39,Black,Democrat,Total,Total,14,18
25,NE,31055,Female,30-39,Black,No Party Affiliation,Total,Total,3,7
25,NE,31055,Female,30-39,Black,Other/Unknown,Total,Total,1,0
25,NE,31055,Female,30-39,Black,Republican,Total,Total,0,2
25,NE,31055,Female,30-39,Caucasian,Democrat,Total,Total,103,190
